"region","kön","utbildningsnivå","bakgrundsvariabel","år","Andel förvärvsarbetande (ny definition från och med 2019)"
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",30.7
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",36.8
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",42.7
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",23.3
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",23.4
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",24.6
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",28.4
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",28.7
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",31.3
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",33.7
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",38.4
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",40.5
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",41.6
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",39
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",45.2
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",44.2
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",43.7
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",42.3
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",43.3
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",44.1
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",46.5
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",49.8
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",51.5
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",53.3
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",54.8
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",50.2
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",55.9
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",64.9
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",66.5
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",66.5
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",67.4
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",68.3
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",69.9
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.8
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",72.1
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",72.3
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",71.6
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",70.2
"Södermanlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",71.8
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",22.5
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",24.1
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",25.2
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",26.4
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",19.3
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",19.6
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",20.5
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",32.3
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",38.7
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",41.6
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",50.8
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",57.4
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",30.6
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",33.2
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",34.7
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",39.9
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",39.1
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",42
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",42.3
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",48.2
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",52.1
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",53.7
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",50.3
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",59.6
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",51.1
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",50.6
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",50.5
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",52.5
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",52.9
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",55.3
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",59.6
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",61.1
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",63
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",62.3
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",56.8
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",63.7
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2010",66
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2011",68.2
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2012",67.9
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2013",69
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2014",69.2
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2015",71.1
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2016",72.6
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2017",73.3
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2018",73.8
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2019",72
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2020",70
"Södermanlands län","män","samtliga utbildningsnivåer","vistelsetid 10- år","2021",72.5
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",7.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",10.8
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",9.7
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",11.1
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",11.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",11.3
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",11.2
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",15.3
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",15.5
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",20.7
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",23.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",29.6
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",16.1
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",15.9
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",16
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",17
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",18.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",20.7
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",23.8
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",25.6
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",25.9
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",27.6
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",27.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",31.3
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",38.2
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",36.9
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",34.6
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",34.8
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",35.7
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",38.2
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",40.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",42.7
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",43.3
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",46.3
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",42.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",46.5
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",63.9
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",64.7
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",65.2
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",65.9
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2014",67.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2015",68.6
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2016",71.1
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2017",71
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2018",70.8
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2019",71.3
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2020",70.4
"Södermanlands län","kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2021",71.1
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2010",13.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2011",19.4
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2012",21.6
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2013",19.8
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2014",19.5
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2015",20.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2016",20.4
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2017",25.2
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2018",26.9
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2019",32.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2020",37.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 0-1 år","2021",39.4
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2010",23.4
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2011",23.2
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2012",25.7
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2013",29.8
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2014",33.5
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2015",35.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2016",35.6
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2017",38.7
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2018",41.9
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2019",44.9
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2020",43.9
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 2-3 år","2021",49.2
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2010",41.4
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2011",40.9
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2012",40.2
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2013",39.9
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2014",41.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2015",45.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2016",50.1
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2017",52.7
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2018",54.4
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2019",57.5
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2020",55.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 4-9 år","2021",58.2
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2010",62.7
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2011",64
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2012",64.3
"Östergötlands län","män och kvinnor","samtliga utbildningsnivåer","vistelsetid 10- år","2013",65.5
