"region","trångboddhet","födelseregion","ålder","kön","år","Samtliga i populationen"
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","totalt","2017",946
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","totalt","2018",1058
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","totalt","2019",1123
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","totalt","2020",1043
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","totalt","2021",1153
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2012",278
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2013",311
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2014",315
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2015",365
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2016",400
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2017",456
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2018",498
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2019",544
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2020",488
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","kvinnor","2021",548
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2012",282
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2013",301
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2014",348
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2015",395
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2016",445
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2017",490
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2018",560
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2019",579
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2020",555
"Dalarnas län","trångbodda enligt norm 2","totalt","35-39 år","män","2021",605
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2012",991
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2013",1113
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2014",1215
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2015",1375
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2016",1497
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2017",1650
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2018",1797
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2019",1872
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2020",1804
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","totalt","2021",1965
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2012",489
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2013",545
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2014",572
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2015",650
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2016",685
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2017",781
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2018",843
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2019",886
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2020",847
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","kvinnor","2021",929
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2012",502
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2013",568
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2014",643
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2015",725
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2016",812
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2017",869
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2018",954
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2019",986
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2020",957
"Dalarnas län","trångbodda enligt norm 2","totalt","35-44 år","män","2021",1036
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2012",431
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2013",501
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2014",552
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2015",615
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2016",652
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2017",704
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2018",739
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2019",749
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2020",761
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","totalt","2021",812
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2012",211
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2013",234
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2014",257
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2015",285
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2016",285
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2017",325
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2018",345
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2019",342
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2020",359
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","kvinnor","2021",381
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2012",220
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2013",267
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2014",295
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2015",330
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2016",367
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2017",379
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2018",394
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2019",407
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2020",402
"Dalarnas län","trångbodda enligt norm 2","totalt","40-44 år","män","2021",431
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2012",391
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2013",420
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2014",406
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2015",457
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2016",483
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2017",475
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2018",501
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2019",549
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2020",535
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","totalt","2021",555
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2012",177
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2013",192
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2014",185
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2015",199
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2016",202
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2017",180
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2018",206
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2019",218
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2020",211
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","kvinnor","2021",233
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2012",214
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2013",228
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2014",221
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2015",258
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2016",281
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2017",295
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2018",295
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2019",331
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2020",324
"Dalarnas län","trångbodda enligt norm 2","totalt","45-49 år","män","2021",322
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2012",666
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2013",714
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2014",724
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2015",802
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2016",863
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2017",850
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2018",875
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2019",909
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2020",895
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","totalt","2021",933
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2012",302
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2013",320
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2014",329
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2015",357
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2016",379
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2017",355
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2018",372
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2019",379
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2020",359
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","kvinnor","2021",383
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2012",364
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2013",394
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2014",395
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2015",445
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2016",484
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2017",495
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2018",503
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2019",530
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2020",536
"Dalarnas län","trångbodda enligt norm 2","totalt","45-54 år","män","2021",550
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2012",275
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2013",294
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2014",318
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2015",345
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2016",380
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2017",375
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2018",374
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2019",360
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2020",360
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","totalt","2021",378
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2012",125
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2013",128
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2014",144
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2015",158
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2016",177
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2017",175
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2018",166
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2019",161
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2020",148
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","kvinnor","2021",150
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2012",150
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2013",166
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2014",174
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2015",187
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2016",203
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2017",200
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2018",208
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2019",199
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2020",212
"Dalarnas län","trångbodda enligt norm 2","totalt","50-54 år","män","2021",228
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2012",226
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2013",222
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2014",235
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2015",252
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2016",296
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2017",289
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2018",266
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2019",251
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2020",242
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","totalt","2021",235
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2012",110
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2013",104
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2014",108
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2015",101
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2016",137
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2017",138
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2018",122
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2019",112
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2020",116
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","kvinnor","2021",106
"Dalarnas län","trångbodda enligt norm 2","totalt","55-59 år","män","2012",116
